IXI002,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI002/IXI002_t1.nii.gz
IXI012,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI012/IXI012_t1.nii.gz
IXI013,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI013/IXI013_t1.nii.gz
IXI014,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI014/IXI014_t1.nii.gz
IXI015,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI015/IXI015_t1.nii.gz
IXI016,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI016/IXI016_t1.nii.gz
IXI017,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI017/IXI017_t1.nii.gz
IXI019,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI019/IXI019_t1.nii.gz
IXI020,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI020/IXI020_t1.nii.gz
IXI021,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI021/IXI021_t1.nii.gz
IXI022,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI022/IXI022_t1.nii.gz
IXI023,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI023/IXI023_t1.nii.gz
IXI024,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI024/IXI024_t1.nii.gz
IXI025,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI025/IXI025_t1.nii.gz
IXI026,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI026/IXI026_t1.nii.gz
IXI027,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI027/IXI027_t1.nii.gz
IXI028,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI028/IXI028_t1.nii.gz
IXI029,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI029/IXI029_t1.nii.gz
IXI030,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI030/IXI030_t1.nii.gz
IXI031,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI031/IXI031_t1.nii.gz
IXI033,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI033/IXI033_t1.nii.gz
IXI034,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI034/IXI034_t1.nii.gz
IXI035,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI035/IXI035_t1.nii.gz
IXI036,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI036/IXI036_t1.nii.gz
IXI037,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI037/IXI037_t1.nii.gz
IXI038,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI038/IXI038_t1.nii.gz
IXI039,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI039/IXI039_t1.nii.gz
IXI040,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI040/IXI040_t1.nii.gz
IXI041,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI041/IXI041_t1.nii.gz
IXI042,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI042/IXI042_t1.nii.gz
IXI043,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI043/IXI043_t1.nii.gz
IXI044,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI044/IXI044_t1.nii.gz
IXI045,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI045/IXI045_t1.nii.gz
IXI046,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI046/IXI046_t1.nii.gz
IXI048,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI048/IXI048_t1.nii.gz
IXI049,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI049/IXI049_t1.nii.gz
IXI050,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI050/IXI050_t1.nii.gz
IXI051,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI051/IXI051_t1.nii.gz
IXI052,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI052/IXI052_t1.nii.gz
IXI053,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI053/IXI053_t1.nii.gz
IXI054,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI054/IXI054_t1.nii.gz
IXI055,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI055/IXI055_t1.nii.gz
IXI056,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI056/IXI056_t1.nii.gz
IXI057,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI057/IXI057_t1.nii.gz
IXI058,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI058/IXI058_t1.nii.gz
IXI059,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI059/IXI059_t1.nii.gz
IXI060,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI060/IXI060_t1.nii.gz
IXI061,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI061/IXI061_t1.nii.gz
IXI062,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI062/IXI062_t1.nii.gz
IXI063,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI063/IXI063_t1.nii.gz
IXI064,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI064/IXI064_t1.nii.gz
IXI065,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI065/IXI065_t1.nii.gz
IXI066,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI066/IXI066_t1.nii.gz
IXI067,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI067/IXI067_t1.nii.gz
IXI068,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI068/IXI068_t1.nii.gz
IXI069,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI069/IXI069_t1.nii.gz
IXI070,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI070/IXI070_t1.nii.gz
IXI071,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI071/IXI071_t1.nii.gz
IXI072,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI072/IXI072_t1.nii.gz
IXI073,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI073/IXI073_t1.nii.gz
IXI074,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI074/IXI074_t1.nii.gz
IXI075,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI075/IXI075_t1.nii.gz
IXI076,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI076/IXI076_t1.nii.gz
IXI077,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI077/IXI077_t1.nii.gz
IXI078,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI078/IXI078_t1.nii.gz
IXI079,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI079/IXI079_t1.nii.gz
IXI080,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI080/IXI080_t1.nii.gz
IXI081,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI081/IXI081_t1.nii.gz
IXI083,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI083/IXI083_t1.nii.gz
IXI084,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI084/IXI084_t1.nii.gz
IXI085,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI085/IXI085_t1.nii.gz
IXI086,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI086/IXI086_t1.nii.gz
IXI087,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI087/IXI087_t1.nii.gz
IXI088,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI088/IXI088_t1.nii.gz
IXI089,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI089/IXI089_t1.nii.gz
IXI090,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI090/IXI090_t1.nii.gz
IXI091,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI091/IXI091_t1.nii.gz
IXI092,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI092/IXI092_t1.nii.gz
IXI093,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI093/IXI093_t1.nii.gz
IXI094,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI094/IXI094_t1.nii.gz
IXI095,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI095/IXI095_t1.nii.gz
IXI096,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI096/IXI096_t1.nii.gz
IXI097,/data-nas/brains/IXI_Dataset/interim_copy_test/IXI097/IXI097_t1.nii.gz
