Brats18_2013_10_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_10_1/Brats18_2013_10_1_seg.nii.gz
Brats18_2013_12_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_12_1/Brats18_2013_12_1_seg.nii.gz
Brats18_2013_14_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_14_1/Brats18_2013_14_1_seg.nii.gz
Brats18_2013_15_1,/data-nas/brains/MICCAI_BraTS2018/interim/LGG/Brats18_2013_15_1/Brats18_2013_15_1_seg.nii.gz
Brats18_2013_17_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_17_1/Brats18_2013_17_1_seg.nii.gz
Brats18_2013_19_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_19_1/Brats18_2013_19_1_seg.nii.gz
Brats18_2013_20_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_20_1/Brats18_2013_20_1_seg.nii.gz
Brats18_2013_21_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_21_1/Brats18_2013_21_1_seg.nii.gz
Brats18_2013_22_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_22_1/Brats18_2013_22_1_seg.nii.gz
Brats18_2013_24_1,/data-nas/brains/MICCAI_BraTS2018/interim/LGG/Brats18_2013_24_1/Brats18_2013_24_1_seg.nii.gz
Brats18_2013_26_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_26_1/Brats18_2013_26_1_seg.nii.gz
Brats18_2013_28_1,/data-nas/brains/MICCAI_BraTS2018/interim/LGG/Brats18_2013_28_1/Brats18_2013_28_1_seg.nii.gz
Brats18_2013_29_1,/data-nas/brains/MICCAI_BraTS2018/interim/LGG/Brats18_2013_29_1/Brats18_2013_29_1_seg.nii.gz
Brats18_2013_3_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_3_1/Brats18_2013_3_1_seg.nii.gz
Brats18_2013_4_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_4_1/Brats18_2013_4_1_seg.nii.gz
Brats18_2013_5_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_5_1/Brats18_2013_5_1_seg.nii.gz
Brats18_2013_7_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_2013_7_1/Brats18_2013_7_1_seg.nii.gz
Brats18_CBICA_AAB_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AAB_1/Brats18_CBICA_AAB_1_seg.nii.gz
Brats18_CBICA_AAG_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AAG_1/Brats18_CBICA_AAG_1_seg.nii.gz
Brats18_CBICA_ABB_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ABB_1/Brats18_CBICA_ABB_1_seg.nii.gz
Brats18_CBICA_ABO_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ABO_1/Brats18_CBICA_ABO_1_seg.nii.gz
Brats18_CBICA_ABY_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ABY_1/Brats18_CBICA_ABY_1_seg.nii.gz
Brats18_CBICA_ALN_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ALN_1/Brats18_CBICA_ALN_1_seg.nii.gz
Brats18_CBICA_ALU_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ALU_1/Brats18_CBICA_ALU_1_seg.nii.gz
Brats18_CBICA_ALX_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ALX_1/Brats18_CBICA_ALX_1_seg.nii.gz
Brats18_CBICA_ANG_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_seg.nii.gz
Brats18_CBICA_ANP_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_seg.nii.gz
Brats18_CBICA_AOH_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_seg.nii.gz
Brats18_CBICA_APR_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_seg.nii.gz
Brats18_CBICA_APZ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_seg.nii.gz
Brats18_CBICA_AQA_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_seg.nii.gz
Brats18_CBICA_AQD_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_seg.nii.gz
Brats18_CBICA_AQJ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_seg.nii.gz
Brats18_CBICA_AQN_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_seg.nii.gz
Brats18_CBICA_AQO_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_seg.nii.gz
Brats18_CBICA_AQP_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_seg.nii.gz
Brats18_CBICA_AQQ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_seg.nii.gz
Brats18_CBICA_AQT_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_seg.nii.gz
Brats18_CBICA_AQU_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_seg.nii.gz
Brats18_CBICA_AQY_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_seg.nii.gz
Brats18_CBICA_ARF_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_seg.nii.gz
Brats18_CBICA_ARW_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_seg.nii.gz
Brats18_CBICA_ARZ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_seg.nii.gz
Brats18_CBICA_ASA_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_seg.nii.gz
Brats18_CBICA_ASE_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_seg.nii.gz
Brats18_CBICA_ASK_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ASK_1/Brats18_CBICA_ASK_1_seg.nii.gz
Brats18_CBICA_ASO_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ASO_1/Brats18_CBICA_ASO_1_seg.nii.gz
Brats18_CBICA_ASW_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ASW_1/Brats18_CBICA_ASW_1_seg.nii.gz
Brats18_CBICA_ATX_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_ATX_1/Brats18_CBICA_ATX_1_seg.nii.gz
Brats18_CBICA_AUQ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AUQ_1/Brats18_CBICA_AUQ_1_seg.nii.gz
Brats18_CBICA_AUR_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AUR_1/Brats18_CBICA_AUR_1_seg.nii.gz
Brats18_CBICA_AVV_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AVV_1/Brats18_CBICA_AVV_1_seg.nii.gz
Brats18_CBICA_AWG_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AWG_1/Brats18_CBICA_AWG_1_seg.nii.gz
Brats18_CBICA_AWH_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AWH_1/Brats18_CBICA_AWH_1_seg.nii.gz
Brats18_CBICA_AXJ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXJ_1/Brats18_CBICA_AXJ_1_seg.nii.gz
Brats18_CBICA_AXL_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXL_1/Brats18_CBICA_AXL_1_seg.nii.gz
Brats18_CBICA_AXM_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXM_1/Brats18_CBICA_AXM_1_seg.nii.gz
Brats18_CBICA_AXO_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXO_1/Brats18_CBICA_AXO_1_seg.nii.gz
Brats18_CBICA_AXQ_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXQ_1/Brats18_CBICA_AXQ_1_seg.nii.gz
Brats18_CBICA_AXW_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AXW_1/Brats18_CBICA_AXW_1_seg.nii.gz
Brats18_CBICA_AYI_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AYI_1/Brats18_CBICA_AYI_1_seg.nii.gz
Brats18_CBICA_AYU_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AYU_1/Brats18_CBICA_AYU_1_seg.nii.gz
Brats18_CBICA_AYW_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AYW_1/Brats18_CBICA_AYW_1_seg.nii.gz
Brats18_CBICA_AZD_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AZD_1/Brats18_CBICA_AZD_1_seg.nii.gz
Brats18_CBICA_AZH_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_AZH_1/Brats18_CBICA_AZH_1_seg.nii.gz
Brats18_CBICA_BHK_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_BHK_1/Brats18_CBICA_BHK_1_seg.nii.gz
Brats18_CBICA_BHM_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_CBICA_BHM_1/Brats18_CBICA_BHM_1_seg.nii.gz
Brats18_TCIA01_180_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_180_1/Brats18_TCIA01_180_1_seg.nii.gz
Brats18_TCIA01_186_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_186_1/Brats18_TCIA01_186_1_seg.nii.gz
Brats18_TCIA01_201_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_201_1/Brats18_TCIA01_201_1_seg.nii.gz
Brats18_TCIA01_221_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_221_1/Brats18_TCIA01_221_1_seg.nii.gz
Brats18_TCIA01_231_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_231_1/Brats18_TCIA01_231_1_seg.nii.gz
Brats18_TCIA01_390_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_390_1/Brats18_TCIA01_390_1_seg.nii.gz
Brats18_TCIA01_401_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_401_1/Brats18_TCIA01_401_1_seg.nii.gz
Brats18_TCIA01_412_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_412_1/Brats18_TCIA01_412_1_seg.nii.gz
Brats18_TCIA01_425_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_425_1/Brats18_TCIA01_425_1_seg.nii.gz
Brats18_TCIA01_448_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_448_1/Brats18_TCIA01_448_1_seg.nii.gz
Brats18_TCIA01_460_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_460_1/Brats18_TCIA01_460_1_seg.nii.gz
Brats18_TCIA01_499_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA01_499_1/Brats18_TCIA01_499_1_seg.nii.gz
Brats18_TCIA02_135_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_135_1/Brats18_TCIA02_135_1_seg.nii.gz
Brats18_TCIA02_168_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_168_1/Brats18_TCIA02_168_1_seg.nii.gz
Brats18_TCIA02_171_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_171_1/Brats18_TCIA02_171_1_seg.nii.gz
Brats18_TCIA02_274_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_274_1/Brats18_TCIA02_274_1_seg.nii.gz
Brats18_TCIA02_283_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_283_1/Brats18_TCIA02_283_1_seg.nii.gz
Brats18_TCIA02_290_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_290_1/Brats18_TCIA02_290_1_seg.nii.gz
Brats18_TCIA02_309_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_309_1/Brats18_TCIA02_309_1_seg.nii.gz
Brats18_TCIA02_314_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_314_1/Brats18_TCIA02_314_1_seg.nii.gz
Brats18_TCIA02_321_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_321_1/Brats18_TCIA02_321_1_seg.nii.gz
Brats18_TCIA02_322_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_322_1/Brats18_TCIA02_322_1_seg.nii.gz
Brats18_TCIA02_331_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_331_1/Brats18_TCIA02_331_1_seg.nii.gz
Brats18_TCIA02_368_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_368_1/Brats18_TCIA02_368_1_seg.nii.gz
Brats18_TCIA02_370_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_370_1/Brats18_TCIA02_370_1_seg.nii.gz
Brats18_TCIA02_374_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_374_1/Brats18_TCIA02_374_1_seg.nii.gz
Brats18_TCIA02_394_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_394_1/Brats18_TCIA02_394_1_seg.nii.gz
Brats18_TCIA02_430_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_430_1/Brats18_TCIA02_430_1_seg.nii.gz
Brats18_TCIA02_455_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_455_1/Brats18_TCIA02_455_1_seg.nii.gz
Brats18_TCIA02_473_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_473_1/Brats18_TCIA02_473_1_seg.nii.gz
Brats18_TCIA02_606_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_606_1/Brats18_TCIA02_606_1_seg.nii.gz
Brats18_TCIA02_607_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA02_607_1/Brats18_TCIA02_607_1_seg.nii.gz
Brats18_TCIA03_375_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA03_375_1/Brats18_TCIA03_375_1_seg.nii.gz
Brats18_TCIA03_419_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA03_419_1/Brats18_TCIA03_419_1_seg.nii.gz
Brats18_TCIA03_474_1,/data-nas/brains/MICCAI_BraTS2018/interim/HGG/Brats18_TCIA03_474_1/Brats18_TCIA03_474_1_seg.nii.gz
